kepler_name,kepoi_name,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_impact,koi_depth,koi_steff,koi_slogg,koi_srad,koi_model_snr,Actual,Predicted,Probability
Kepler-779 b,K01146.01,7.09712124,2.1059,0.74,425.0,7.73,0.05,369.5,3569.0,4.861,0.389,18.3,CONFIRMED,CANDIDATE,0.475
,K03437.02,34.7496038,4.548,3.51,702.0,57.44,0.984,227.1,5849.0,4.076,1.601,11.4,CANDIDATE,CANDIDATE,0.475
Kepler-108 c,K00119.02,190.3200468,15.284,7.78,426.0,7.8,0.812,1141.7,5626.0,3.907,2.057,139.3,CONFIRMED,CANDIDATE,0.475
Kepler-1300 b,K02635.01,22.2420032,7.532,2.04,954.0,195.54,0.897,63.5,5979.0,3.854,2.164,16.2,CONFIRMED,CONFIRMED,0.475
Kepler-787 b,K01202.01,0.928310036,1.1899,1.16,1115.0,365.72,0.181,376.2,4109.0,4.672,0.602,22.6,CONFIRMED,CONFIRMED,0.475
,K07652.01,15.3466028,4.966,3.64,1194.0,480.12,0.591,238.5,6771.0,3.934,2.259,13.0,FALSE POSITIVE,CANDIDATE,0.475
,K00465.01,363.706662,8.553,5.26,283.0,1.51,0.9315,1624.6,6240.0,4.397,1.064,43.7,FALSE POSITIVE,CANDIDATE,0.475
,K03279.01,30.8278245,4.214,2.42,585.0,27.66,0.023,641.3,5982.0,4.493,0.96,13.9,CANDIDATE,CONFIRMED,0.475
Kepler-1519 b,K03762.01,240.7990472,16.666,10.31,342.0,3.22,0.647,5022.9,5758.0,4.168,1.385,170.1,CONFIRMED,CONFIRMED,0.47
,K01255.01,78.9257421,7.5193,11.9,398.0,5.94,0.359,17972.0,5750.0,4.538,0.882,85.2,FALSE POSITIVE,CONFIRMED,0.47
Kepler-442 b,K04742.01,112.303136,5.869,1.3,241.0,0.79,0.248,502.1,4401.0,4.677,0.595,13.1,CONFIRMED,CONFIRMED,0.47
,K02295.01,16.2908527,3.176,0.52,622.0,35.48,0.105,44.1,5425.0,4.549,0.797,14.5,CANDIDATE,CANDIDATE,0.47
,K04756.01,5.4169303,7.512,8.17,1173.0,447.24,1.055,109.5,6355.0,4.41,1.108,11.3,CANDIDATE,CANDIDATE,0.47
,K01855.01,58.4302648,7.18,3.45,300.0,1.91,0.948,1849.5,4338.0,4.643,0.609,34.1,CANDIDATE,CANDIDATE,0.47
Kepler-1150 b,K02225.01,2.787874175,2.0348,2.33,1432.0,993.06,0.153,197.4,4827.0,3.942,1.727,22.2,CONFIRMED,CONFIRMED,0.47
Kepler-1550 b,K04091.01,225.585245,11.166,3.71,348.0,3.48,0.066,754.9,5929.0,4.243,1.363,18.6,CONFIRMED,CANDIDATE,0.47
,K05019.01,25.95247,12.945,1.56,946.0,189.06,0.4398,80.8,7351.0,4.17,1.679,16.4,FALSE POSITIVE,CANDIDATE,0.465
,K05908.01,85.5692223,4.954,6.85,536.0,19.51,0.98,539.2,5361.0,3.856,1.951,18.2,FALSE POSITIVE,CANDIDATE,0.465
Kepler-279 d,K01236.03,54.4205407,8.559,3.2,574.0,25.6,0.9414,598.0,6781.0,4.422,1.067,44.9,CONFIRMED,CANDIDATE,0.465
Kepler-1279 b,K02563.01,23.4772553,6.735,1.34,738.0,70.05,0.013,141.4,6384.0,4.361,1.121,17.6,CONFIRMED,CONFIRMED,0.465
,K05329.01,200.2350497,23.612,10.99,325.0,2.63,0.674,10812.0,6108.0,4.471,0.997,220.6,CANDIDATE,CONFIRMED,0.46
,K02588.01,5.77957133,2.5213,1.5,598.0,30.22,0.946,396.6,4102.0,4.687,0.581,18.9,CANDIDATE,CANDIDATE,0.46
,K02840.01,3.67936863,3.47,0.92,1112.0,361.27,0.885,85.9,5676.0,4.474,0.848,18.1,CANDIDATE,CONFIRMED,0.46
,K02826.01,1.85373924,1.816,0.23,345.0,3.36,0.551,348.6,2661.0,5.283,0.116,18.0,FALSE POSITIVE,CANDIDATE,0.46
,K05099.01,111.187116,3.569,1.51,440.0,8.86,0.8164,110.8,5806.0,4.168,1.281,7.3,CANDIDATE,CANDIDATE,0.46
,K01562.02,20.0679247,5.236,2.25,662.0,45.49,0.849,482.2,5997.0,4.522,0.904,13.8,CANDIDATE,CANDIDATE,0.46
Kepler-1336 c,K02748.02,5.77721259,2.462,2.17,1260.0,596.37,0.692,134.3,5416.0,3.951,1.756,17.7,CONFIRMED,CANDIDATE,0.455
Kepler-1597 b,K04382.01,2.94648935,3.155,0.89,1497.0,1187.5,0.01,57.0,6481.0,4.378,1.171,12.7,CONFIRMED,CONFIRMED,0.455
,K05929.01,466.002988,10.278,4.92,223.0,0.58,0.867,2363.6,5830.0,4.54,0.876,42.3,CANDIDATE,CANDIDATE,0.455
Kepler-770 b,K01108.01,18.92537246,3.9835,13.92,1171.0,443.58,0.806,640.9,4941.0,3.317,4.885,41.0,CONFIRMED,CANDIDATE,0.45
Kepler-1632 b,K05475.01,224.150923,12.455,2.41,369.0,4.4,0.019,348.6,6072.0,4.133,1.286,34.2,CONFIRMED,CONFIRMED,0.45
,K05336.01,265.741374,18.078,3.24,413.0,6.9,0.652,273.4,6537.0,4.044,1.859,21.6,CANDIDATE,CANDIDATE,0.45
,K03066.01,24.2204192,3.271,2.1,505.0,15.43,0.032,806.3,5165.0,4.599,0.761,14.0,CANDIDATE,CONFIRMED,0.445
Kepler-1069 b,K02046.01,23.8990075,15.955,3.26,823.0,108.3,0.153,293.4,5511.0,3.914,1.93,61.5,CONFIRMED,CONFIRMED,0.445
,K00336.01,19.5148412,3.096,2.8,1200.0,489.75,0.742,102.7,7004.0,3.854,2.556,13.1,FALSE POSITIVE,CANDIDATE,0.445
,K01392.01,4.118775582,3.76,4.48,1067.0,306.75,0.754,2647.7,5944.0,4.579,0.802,125.6,FALSE POSITIVE,CONFIRMED,0.445
,K02435.01,6.80243431,3.817,2.6,895.0,151.72,1.0,249.1,5836.0,4.561,0.816,14.9,CANDIDATE,CANDIDATE,0.445
,K05330.01,40.8801539,5.472,0.92,265.0,1.17,0.016,395.8,3746.0,4.775,0.469,10.0,FALSE POSITIVE,CANDIDATE,0.44
Kepler-522 b,K00318.01,38.5833679,12.391,8.56,761.0,79.08,0.905,1388.2,6273.0,4.04,1.927,46.1,CONFIRMED,CANDIDATE,0.44
,K05486.01,4.15472242,1.791,23.47,2292.0,6522.18,0.971,2243.0,6996.0,3.627,3.359,19.7,CANDIDATE,CANDIDATE,0.44
,K05189.01,3.58957045,3.418,2.49,862.0,131.02,0.002,1221.2,4608.0,4.559,0.746,53.6,FALSE POSITIVE,CONFIRMED,0.435
,K02822.01,4.44589508,2.3816,1.94,1063.0,302.6,0.704,441.4,5918.0,4.544,0.865,20.9,CANDIDATE,CONFIRMED,0.435
,K04147.01,2.15292788,3.043,1.02,1841.0,2708.61,0.45,41.4,5851.0,3.969,1.555,21.5,FALSE POSITIVE,CONFIRMED,0.435
,K01574.03,5.83393857,4.5813,1.98,1285.0,642.83,0.398,134.4,5597.0,3.963,1.699,17.6,CANDIDATE,CONFIRMED,0.43
,K05904.01,322.544807,11.236,0.68,219.0,0.55,0.0183,88.0,5359.0,4.611,0.741,12.1,FALSE POSITIVE,CANDIDATE,0.43
,K03444.01,12.67143692,2.498,0.76,404.0,6.31,0.047,215.8,3705.0,4.721,0.529,13.7,CANDIDATE,CANDIDATE,0.43
,K01547.01,30.69395532,2.9512,13.72,614.0,33.69,0.001,18121.0,6137.0,4.46,1.018,196.6,CANDIDATE,CANDIDATE,0.43
,K02551.01,16.4793229,3.312,1.53,537.0,19.62,0.263,479.1,4908.0,4.618,0.716,13.8,CANDIDATE,CANDIDATE,0.43
,K03283.02,20.5718107,3.399,1.34,498.0,14.51,0.123,379.0,4922.0,4.624,0.708,13.0,CANDIDATE,CANDIDATE,0.43
Kepler-134 c,K00295.02,10.10575764,2.0138,1.28,892.0,149.4,0.828,116.8,5923.0,4.377,1.054,19.9,CONFIRMED,CONFIRMED,0.425
,K04120.01,110.461746,12.46,1.93,420.0,7.34,0.036,331.2,6321.0,4.434,1.058,15.8,CANDIDATE,CANDIDATE,0.425
,K06369.01,25.9534494,6.001,2.06,554.0,22.3,0.6188,528.9,5591.0,4.559,0.86,10.5,FALSE POSITIVE,CANDIDATE,0.425
,K04578.01,2.48882685,3.487,1.05,1477.0,1124.85,0.711,80.2,6246.0,4.433,1.092,14.2,FALSE POSITIVE,CANDIDATE,0.425
,K02298.01,16.6671415,3.526,0.7,469.0,11.47,0.444,175.0,4729.0,4.726,0.525,17.9,CANDIDATE,CANDIDATE,0.425
,K04461.01,3.74786694,3.632,0.89,1176.0,451.72,0.49,80.9,5957.0,4.498,0.971,19.1,FALSE POSITIVE,CONFIRMED,0.42
,K00901.01,12.732624065,2.2083,4.87,432.0,8.22,0.811,6465.7,3950.0,4.721,0.541,210.5,CANDIDATE,CONFIRMED,0.42
Kepler-1186 b,K02313.01,16.07673148,2.205,2.14,724.0,64.75,0.108,488.0,5957.0,4.498,0.971,19.3,CONFIRMED,CANDIDATE,0.42
Kepler-27 b,K00841.01,15.33528675,3.897,5.0,610.0,32.67,0.773,3081.4,5251.0,4.581,0.817,86.6,CONFIRMED,CONFIRMED,0.42
,K01196.01,3.98216698,2.396,3.32,1374.0,842.48,0.775,381.3,5570.0,4.066,1.548,27.1,FALSE POSITIVE,CONFIRMED,0.415
,K02983.01,0.423854275,1.0198,0.58,1062.0,301.79,0.449,235.3,3553.0,4.887,0.368,33.3,FALSE POSITIVE,CONFIRMED,0.415
,K00474.03,94.886902,6.923,4.24,429.0,7.99,0.982,641.7,5888.0,4.342,1.097,25.5,CANDIDATE,CANDIDATE,0.41
,K03243.01,8.42943991,2.441,1.19,1029.0,265.39,0.82,89.1,6353.0,4.375,1.132,19.7,FALSE POSITIVE,CANDIDATE,0.41
,K02968.01,10.16435076,6.017,1.99,1389.0,879.94,0.915,37.7,6133.0,3.718,2.71,18.4,CANDIDATE,CONFIRMED,0.41
Kepler-1173 b,K02281.01,0.769854899,1.0243,0.93,1650.0,1756.8,0.705,109.6,5173.0,4.55,0.822,28.7,CONFIRMED,CANDIDATE,0.405
Kepler-1608 b,K04474.01,16.473474,4.201,1.63,612.0,33.22,0.014,470.5,5364.0,4.529,0.754,13.0,CONFIRMED,CANDIDATE,0.405
,K01649.01,4.04355245,1.965,1.75,613.0,33.34,0.984,416.2,3871.0,4.744,0.532,21.2,CANDIDATE,CANDIDATE,0.4
Kepler-460 b,K03791.01,440.7843755,21.693,7.23,308.0,2.14,0.424,2579.0,6340.0,4.163,1.393,181.0,CONFIRMED,CANDIDATE,0.4
,K01062.01,15.45158184,2.406,2.02,1285.0,643.83,0.636,85.3,7839.0,4.08,2.069,21.0,FALSE POSITIVE,CANDIDATE,0.395
,K01473.01,23.02028478,3.544,7.58,604.0,31.4,0.794,5077.8,5613.0,4.496,0.956,97.2,CANDIDATE,CONFIRMED,0.395
,K05552.01,295.958914,4.244,2.1,265.0,1.17,0.024,464.1,5505.0,4.386,0.992,17.5,CANDIDATE,CANDIDATE,0.395
,K08261.01,85.9770426,1.919,1.46,202.0,0.4,0.042,1064.0,3710.0,4.797,0.452,8.0,FALSE POSITIVE,CANDIDATE,0.395
Kepler-1575 b,K04241.01,2.55315031,1.849,1.25,1312.0,699.7,0.32,185.3,5970.0,4.521,0.908,15.4,CONFIRMED,CONFIRMED,0.39
,K04060.01,225.26213,14.459,2.36,329.0,2.77,0.349,389.2,5799.0,4.276,1.191,24.6,CANDIDATE,CANDIDATE,0.39
,K02381.01,6.58738839,4.758,1.35,871.0,136.02,0.523,258.5,5616.0,4.564,0.822,15.7,FALSE POSITIVE,CANDIDATE,0.385
Kepler-435 b,K00680.01,8.600153929,9.0015,26.52,1703.0,1986.75,0.296,4510.2,6093.0,3.475,3.913,1208.1,CONFIRMED,CANDIDATE,0.375
Kepler-56 b,K01241.02,10.5007712,14.522,5.68,1378.0,852.28,0.034,183.4,4838.0,3.299,4.361,45.3,CONFIRMED,CONFIRMED,0.37
Kepler-340 c,K01932.01,22.8245144,6.617,3.36,946.0,189.46,0.279,322.7,6642.0,4.057,1.846,15.9,CONFIRMED,CONFIRMED,0.365
,K07291.01,25.9136674,10.498,3.37,966.0,205.72,0.982,109.7,6167.0,3.804,2.346,16.1,CANDIDATE,CANDIDATE,0.365
,K00950.01,31.201692472,2.15663,8.31,286.0,1.59,0.001,34514.0,3748.0,4.796,0.449,607.4,CANDIDATE,CANDIDATE,0.365
Kepler-1039 b,K01988.01,0.934885365,1.4083,3.21,2080.0,4435.29,0.731,270.4,4777.0,3.909,1.795,57.8,CONFIRMED,CONFIRMED,0.36
,K08124.01,103.039788,14.197,2.05,210.0,0.46,0.039,1370.0,3749.0,4.674,0.581,15.9,FALSE POSITIVE,CANDIDATE,0.36
,K03896.01,3.89043062,6.596,1.24,1106.0,354.22,0.025,195.4,5646.0,4.449,0.896,14.4,FALSE POSITIVE,CONFIRMED,0.36
,K02858.01,0.47462889,1.0194,1.43,1840.0,2691.55,0.377,331.3,4904.0,4.527,0.786,31.2,FALSE POSITIVE,CANDIDATE,0.35
,K02352.03,8.2562857,2.0378,1.49,1387.0,874.56,0.816,37.3,6197.0,3.837,2.188,18.2,CANDIDATE,CONFIRMED,0.35
,K00182.01,3.479425638,3.4479,12.86,1166.0,435.85,0.612,19550.0,5907.0,4.519,0.878,123.3,CANDIDATE,CONFIRMED,0.34
Kepler-408 b,K01612.01,2.465024332,1.262,0.69,1561.0,1406.11,0.548,30.7,6139.0,4.291,1.194,23.2,CONFIRMED,CANDIDATE,0.335
